x,y1,y2 
5432,12226,4032
5433,12227,4036
5434,12222,4033
5435,12222,4030
5436,12217,4030
5437,12220,4027
5438,12226,4023
5439,12224,4023
5440,12229,4026
5441,12233,4030
5442,12238,4029
5443,12234,4028
5444,12235,4026
5445,12231,4030
5446,12236,4030
5447,12240,4032
5448,12244,4030
5449,12242,4034
5450,12245,4037
5451,12252,4042
5452,12247,4039
5453,12246,4039
5454,12244,4039
5455,12240,4043
5456,12243,4046
5457,12248,4044
5458,12251,4043
5459,12254,4043
5460,12264,4040
5461,12269,4044
5462,12273,4046
5463,12282,4044
5464,12286,4045
5465,12288,4047
5466,12296,4048
5467,12305,4048
5468,12300,4053
5469,12296,4051
5470,12296,4053
5471,12291,4054
5472,12294,4057
5473,12301,4055
5474,12310,4051
5475,12314,4054
5476,12314,4052
5477,12319,4051
5478,12313,4047
5479,12310,4050
5480,12311,4049
5481,12319,4053
5482,12319,4054
5483,12318,4051
5484,12318,4051
5485,12317,4056
5486,12325,4056
5487,12331,4056
5488,12339,4056
5489,12340,4057
5490,12344,4060
5491,12346,4063
5492,12345,4065
5493,12342,4067
5494,12336,4065
5495,12336,4070
5496,12342,4070
5497,12340,4075
5498,12340,4075
5499,12346,4074
5500,12351,4075
5501,12346,4077
5502,12349,4080
5503,12350,4078
5504,12348,4075
5505,12358,4076
5506,12358,4077
5507,12358,4080
5508,12353,4084
5509,12348,4084
5510,12356,4088
5511,12351,4086
5512,12354,4085
5513,12352,4088
5514,12352,4085
5515,12355,4089
5516,12364,4092
5517,12367,4093
5518,12363,4096
5519,12357,4096
5520,12361,4096
5521,12368,4100
5522,12375,4100
5523,12385,4099
5524,12395,4102
5525,12403,4106
5526,12400,4108
5527,12406,4104
5528,12411,4103
5529,12419,4099
5530,12427,4101
5531,12436,4102
5532,12433,4098
5533,12440,4099
5534,12436,4101
5535,12434,4103
5536,12429,4108
5537,12434,4112
5538,12432,4115
5539,12430,4120
5540,12437,4116
5541,12442,4114
5542,12446,4116
5543,12440,4116
5544,12439,4119
5545,12433,4121
5546,12442,4123
5547,12436,4127
5548,12440,4131
5549,12446,4127
5550,12449,4123
5551,12457,4125
5552,12460,4125
5553,12470,4129
5554,12469,4132
5555,12473,4137
5556,12481,4139
5557,12487,4144
5558,12494,4149
5559,12500,4151
5560,12506,4150
5561,12511,4147
5562,12514,4148
5563,12513,4149
5564,12510,4145
5565,12513,4147
5566,12523,4143
5567,12522,4141
5568,12520,4140
5569,12521,4144
5570,12521,4148
5571,12517,4152
5572,12518,4153
5573,12515,4156
5574,12510,4155
5575,12507,4156
5576,12508,4157
5577,12513,4158
5578,12508,4157
5579,12511,4160
5580,12508,4161
5581,12503,4164
5582,12497,4161
5583,12497,4161
5584,12495,4163
5585,12499,4166
5586,12499,4164
5587,12495,4163
5588,12498,4159
5589,12492,4156
5590,12501,4158
5591,12509,4160
5592,12509,4156
5593,12510,4157
5594,12508,4161
5595,12515,4166
5596,12513,4167
5597,12510,4168
5598,12516,4164
5599,12518,4163
5600,12513,4162
5601,12512,4162
5602,12519,4158
5603,12519,4156
5604,12514,4159
5605,12515,4160
5606,12510,4161
5607,12517,4163
5608,12523,4163
5609,12519,4163
5610,12528,4160
5611,12533,4159
5612,12536,4155
5613,12537,4155
5614,12542,4157
5615,12541,4158
5616,12545,4159
5617,12552,4159
5618,12553,4160
5619,12547,4159
5620,12545,4164
5621,12543,4161
5622,12549,4165
5623,12545,4168
5624,12547,4165
5625,12549,4161
5626,12545,4164
5627,12540,4165
5628,12548,4170
5629,12555,4172
5630,12549,4172
5631,12557,4170
5632,12566,4166
5633,12567,4162
5634,12564,4164
5635,12568,4165
5636,12570,4167
5637,12571,4163
5638,12575,4167
5639,12572,4165
5640,12566,4168
5641,12560,4172
5642,12557,4168
5643,12552,4172
5644,12560,4169
5645,12567,4168
5646,12572,4165
5647,12576,4168
5648,12586,4164
5649,12587,4167
5650,12582,4169
5651,12592,4171
5652,12586,4168
5653,12593,4167
5654,12600,4168
5655,12606,4173
5656,12606,4173
5657,12603,4175
5658,12610,4179
5659,12611,4175
5660,12614,4172
5661,12612,4175
5662,12612,4171
5663,12622,4167
5664,12622,4166
5665,12628,4170
5666,12624,4167
5667,12619,4163
5668,12617,4168
5669,12619,4170
5670,12618,4173
5671,12622,4169
5672,12628,4174
5673,12633,4175
5674,12632,4173
5675,12641,4169
5676,12644,4165
5677,12647,4163
5678,12654,4167
5679,12650,4166
5680,12655,4165
5681,12649,4168
5682,12653,4171
5683,12659,4169
5684,12668,4167
5685,12677,4166
5686,12671,4170
5687,12681,4166
5688,12682,4169
5689,12688,4168
5690,12682,4170
5691,12676,4172
5692,12676,4171
5693,12676,4176
5694,12672,4179
5695,12680,4175
5696,12688,4171
5697,12696,4176
5698,12699,4172
5699,12696,4175
5700,12696,4180
5701,12706,4181
5702,12706,4185
5703,12711,4186
5704,12714,4190
5705,12715,4186
5706,12723,4188
5707,12733,4186
5708,12741,4184
5709,12745,4189
5710,12740,4193
5711,12734,4193
5712,12736,4198
5713,12734,4201
5714,12739,4205
5715,12745,4207
5716,12749,4209
5717,12747,4205
5718,12743,4205
5719,12741,4205
5720,12739,4209
5721,12739,4209
5722,12746,4208
5723,12740,4210
5724,12749,4210
5725,12751,4207
5726,12756,4203
5727,12754,4199
5728,12751,4200
5729,12745,4202
5730,12744,4206
5731,12741,4207
5732,12744,4212
5733,12743,4208
5734,12741,4212
5735,12735,4210
5736,12731,4209
5737,12740,4207
5738,12741,4204
5739,12748,4200
5740,12745,4205
5741,12743,4203
5742,12743,4204
5743,12744,4201
5744,12744,4198
5745,12753,4198
5746,12753,4197
5747,12747,4197
5748,12750,4198
5749,12759,4200
5750,12758,4199
5751,12766,4200
5752,12766,4197
5753,12762,4201
5754,12768,4204
5755,12774,4204
5756,12768,4209
5757,12764,4213
5758,12762,4215
5759,12768,4215
5760,12776,4220
5761,12772,4221
5762,12777,4225
5763,12782,4221
5764,12784,4225
5765,12781,4228
5766,12777,4224
5767,12777,4222
5768,12778,4218
5769,12773,4218
5770,12773,4215
5771,12768,4216
5772,12772,4214
5773,12777,4211
5774,12785,4212
5775,12781,4210
5776,12778,4214
5777,12772,4219
5778,12778,4220
5779,12782,4222
5780,12789,4221
5781,12791,4223
5782,12795,4224
5783,12789,4228
5784,12787,4227
5785,12797,4227
5786,12794,4226
5787,12802,4231
5788,12802,4231
5789,12812,4229
5790,12806,4232
5791,12813,4228
5792,12814,4224
5793,12816,4224
5794,12812,4229
5795,12809,4230
5796,12814,4234
5797,12816,4231
5798,12824,4235
5799,12819,4240
5800,12816,4238
5801,12824,4235
5802,12819,4233
5803,12822,4231
5804,12822,4229
5805,12827,4227
5806,12829,4231
5807,12830,4233
5808,12825,4230
5809,12820,4235
5810,12816,4233
5811,12810,4235
5812,12809,4236
5813,12816,4234
5814,12814,4233
5815,12812,4230
5816,12807,4231
5817,12808,4227
5818,12807,4228
5819,12801,4232
5820,12796,4228
5821,12796,4231
5822,12797,4235
5823,12795,4240
5824,12797,4240
5825,12802,4238
5826,12806,4234
5827,12811,4239
5828,12811,4239
5829,12819,4241
5830,12814,4246
5831,12817,4249
5832,12823,4248
5833,12827,4251
5834,12826,4249
5835,12831,4248
5836,12834,4244
5837,12838,4241
5838,12835,4246
5839,12834,4242
5840,12831,4242
5841,12835,4245
5842,12837,4245
5843,12842,4247
5844,12850,4243
5845,12858,4247
5846,12866,4250
5847,12871,4246
5848,12872,4250
5849,12867,4253
5850,12874,4254
5851,12872,4252
5852,12871,4256
5853,12873,4255
5854,12879,4255
5855,12883,4259
5856,12880,4263
5857,12879,4261
5858,12878,4262
5859,12884,4265
5860,12884,4262
5861,12887,4267
5862,12895,4264
5863,12891,4261
5864,12895,4257
5865,12894,4255
5866,12898,4251
5867,12895,4256
5868,12898,4259
5869,12902,4257
5870,12910,4253
5871,12906,4254
5872,12900,4256
5873,12895,4254
5874,12902,4255
5875,12899,4253
5876,12906,4252
5877,12905,4253
5878,12912,4249
5879,12909,4247
5880,12907,4252
5881,12909,4251
5882,12919,4253
5883,12919,4249
5884,12914,4248
5885,12912,4250
5886,12910,4250
5887,12906,4254
5888,12915,4253
5889,12925,4254
5890,12924,4251
5891,12926,4249
5892,12933,4249
5893,12928,4253
5894,12932,4254
5895,12938,4259
5896,12935,4258
5897,12941,4255
5898,12940,4257
5899,12940,4258
5900,12939,4261
5901,12939,4266
5902,12936,4264
5903,12944,4267
5904,12948,4267
5905,12947,4272
5906,12941,4270
5907,12939,4267
5908,12938,4269
5909,12938,4271
5910,12932,4271
5911,12929,4273
5912,12935,4269
5913,12931,4268
5914,12929,4269
5915,12935,4265
5916,12932,4267
5917,12941,4270
5918,12940,4274
5919,12939,4271
5920,12943,4272
5921,12941,4271
5922,12941,4269
5923,12949,4265
5924,12955,4265
5925,12958,4265
5926,12968,4268
5927,12977,4264
5928,12978,4260
5929,12977,4261
5930,12980,4263
5931,12974,4267
5932,12973,4270
5933,12977,4270
5934,12980,4268
5935,12977,4270
5936,12983,4274
5937,12984,4277
5938,12979,4278
5939,12981,4274
5940,12981,4274
5941,12978,4274
5942,12984,4273
5943,12991,4278
5944,13000,4281
5945,13002,4280
5946,13011,4276
5947,13016,4274
5948,13013,4276
5949,13017,4279
5950,13017,4275
5951,13013,4272
5952,13019,4268
5953,13026,4267
5954,13023,4267
5955,13033,4269
5956,13032,4272
5957,13041,4276
5958,13044,4281
5959,13049,4281
5960,13051,4284
5961,13046,4286
5962,13047,4285
5963,13047,4285
5964,13052,4289
5965,13053,4291
5966,13053,4293
5967,13055,4294
5968,13061,4295
5969,13067,4295
5970,13072,4297
5971,13078,4299
5972,13086,4296
5973,13089,4301
5974,13090,4299
5975,13098,4297
5976,13098,4295
5977,13104,4300
5978,13113,4303
5979,13109,4303
5980,13107,4308
5981,13108,4311
5982,13108,4315
5983,13107,4313
5984,13108,4312
5985,13111,4310
5986,13118,4313
5987,13126,4316
5988,13129,4319
5989,13125,4319
5990,13132,4318
5991,13132,4318
5992,13126,4319
5993,13136,4318
5994,13132,4322
5995,13139,4327
5996,13136,4328
5997,13134,4331
5998,13128,4328
5999,13133,4325
6000,13131,4321
6001,13132,4317
6002,13141,4319
6003,13145,4323
6004,13142,4326
6005,13151,4328
6006,13149,4324
6007,13149,4323
6008,13144,4321
6009,13153,4318
6010,13147,4321
6011,13150,4321
6012,13149,4321
6013,13148,4321
6014,13145,4321
6015,13141,4324
6016,13146,4326
6017,13146,4326
6018,13156,4327
6019,13158,4323
6020,13159,4321
6021,13157,4325
6022,13166,4329
6023,13173,4325
6024,13175,4330
6025,13182,4333
6026,13190,4333
6027,13184,4329
6028,13193,4327
6029,13189,4324
6030,13188,4329
6031,13195,4329
6032,13205,4326
6033,13200,4329
6034,13198,4330
6035,13207,4330
6036,13217,4332
6037,13223,4329
6038,13233,4333
6039,13238,4338
6040,13244,4336
6041,13249,4341
6042,13252,4346
6043,13247,4346
6044,13249,4351
6045,13251,4354
6046,13252,4359
6047,13247,4358
6048,13247,4360
6049,13244,4356
6050,13238,4361
6051,13243,4358
6052,13239,4362
6053,13247,4359
6054,13250,4361
6055,13254,4363
6056,13255,4364
6057,13254,4367
6058,13252,4368
6059,13255,4364
6060,13257,4367
6061,13258,4369
6062,13254,4366
6063,13257,4363
6064,13261,4366
6065,13258,4370
6066,13266,4375
6067,13273,4377
6068,13280,4375
6069,13284,4374
6070,13287,4376
6071,13297,4381
6072,13292,4379
6073,13286,4377
6074,13285,4380
6075,13294,4376
6076,13288,4379
6077,13292,4378
6078,13298,4381
6079,13307,4386
6080,13302,4389
6081,13301,4389
6082,13298,4388
6083,13292,4384
6084,13297,4385
6085,13299,4382
6086,13297,4386
6087,13299,4386
6088,13293,4386
6089,13303,4384
6090,13300,4389
6091,13308,4388
6092,13308,4385
6093,13305,4386
6094,13299,4385
6095,13301,4383
6096,13298,4382
6097,13300,4380
6098,13299,4380
6099,13298,4376
6100,13307,4378
6101,13301,4376
6102,13308,4373
6103,13312,4373
6104,13307,4376
6105,13309,4377
6106,13315,4376
6107,13313,4373
6108,13308,4372
6109,13305,4372
6110,13311,4371
6111,13321,4367
6112,13318,4369
6113,13319,4369
6114,13327,4367
6115,13329,4364
6116,13325,4364
6117,13323,4368
6118,13318,4370
6119,13322,4367
6120,13328,4365
6121,13330,4364
6122,13326,4365
6123,13320,4366
6124,13315,4368
6125,13324,4364
6126,13320,4369
6127,13315,4367
6128,13309,4363
6129,13313,4368
6130,13321,4373
6131,13323,4375
6132,13332,4373
6133,13326,4373
6134,13320,4378
6135,13322,4377
6136,13322,4379
6137,13323,4379
6138,13327,4384
6139,13331,4387
6140,13333,4392
6141,13330,4391
6142,13325,4394
6143,13326,4395
6144,13327,4400
6145,13324,4405
6146,13320,4405
6147,13322,4403
6148,13321,4399
6149,13326,4404
6150,13331,4401
6151,13330,4398
6152,13328,4399
6153,13322,4401
6154,13332,4398
6155,13340,4395
6156,13337,4396
6157,13344,4398
6158,13338,4398
6159,13333,4400
6160,13336,4398
6161,13334,4395
6162,13331,4399
6163,13337,4401
6164,13334,4406
6165,13344,4402
6166,13353,4402
6167,13359,4407
6168,13366,4405
6169,13367,4406
6170,13372,4405
6171,13381,4407
6172,13380,4411
6173,13382,4413
6174,13387,4416
6175,13389,4412
6176,13387,4413
6177,13387,4413
6178,13395,4409
6179,13394,4411
6180,13391,4409
6181,13401,4412
6182,13404,4410
6183,13398,4409
6184,13395,4406
6185,13395,4407
6186,13395,4403
6187,13399,4399
6188,13402,4399
6189,13402,4401
6190,13398,4402
6191,13395,4401
6192,13399,4405
6193,13396,4403
6194,13405,4402
6195,13406,4400
6196,13403,4399
6197,13409,4399
6198,13416,4396
6199,13411,4398
6200,13419,4398
6201,13414,4394
6202,13424,4391
6203,13421,4394
6204,13417,4398
6205,13415,4402
6206,13422,4398
6207,13430,4397
6208,13424,4400
6209,13418,4396
6210,13413,4397
6211,13416,4402
6212,13425,4406
6213,13427,4411
6214,13421,4407
6215,13425,4409
6216,13427,4412
6217,13428,4411
6218,13427,4415
6219,13425,4417
6220,13420,4419
6221,13429,4418
6222,13433,4421
6223,13442,4425
6224,13436,4429
6225,13446,4426
6226,13446,4423
6227,13455,4424
6228,13458,4428
6229,13452,4427
6230,13459,4432
6231,13461,4430
6232,13469,4434
6233,13468,4431
6234,13463,4432
6235,13463,4434
6236,13468,4434
6237,13465,4437
6238,13463,4435
6239,13459,4435
6240,13460,4438
6241,13468,4436
6242,13472,4438
6243,13469,4438
6244,13475,4437
6245,13473,4435
6246,13468,4440
6247,13467,4438
6248,13476,4439
6249,13480,4438
6250,13487,4436
6251,13486,4433
6252,13483,4432
6253,13481,4432
6254,13490,4437
6255,13489,4439
6256,13484,4444
6257,13486,4447
6258,13492,4451
6259,13502,4452
6260,13504,4456
6261,13513,4457
6262,13522,4456
6263,13516,4456
6264,13519,4454
6265,13528,4457
6266,13522,4460
6267,13530,4456
6268,13531,4455
6269,13531,4454
6270,13531,4457
6271,13530,4453
6272,13525,4453
6273,13519,4452
6274,13529,4449
6275,13527,4450
6276,13523,4448
6277,13517,4453
6278,13527,4458
6279,13522,4462
6280,13517,4463
6281,13517,4467
6282,13511,4466
6283,13512,4470
6284,13507,4471
6285,13508,4474
6286,13506,4474
6287,13508,4474
6288,13514,4476
6289,13524,4475
6290,13525,4474
6291,13521,4473
6292,13522,4469
6293,13528,4468
6294,13538,4472
6295,13532,4470
6296,13542,4470
6297,13541,4466
6298,13543,4469
6299,13544,4473
6300,13549,4475
6301,13551,4476
6302,13547,4473
6303,13554,4470
6304,13548,4470
6305,13542,4468
6306,13543,4466
6307,13537,4462
6308,13538,4464
6309,13545,4463
6310,13552,4464
6311,13552,4463
6312,13562,4464
6313,13569,4465
6314,13574,4468
6315,13582,4467
6316,13588,4466
6317,13590,4469
6318,13598,4471
6319,13605,4476
6320,13601,4476
6321,13602,4481
6322,13599,4483
6323,13604,4486
6324,13609,4489
6325,13608,4486
6326,13618,4487
6327,13623,4489
6328,13619,4491
6329,13616,4492
6330,13611,4491
6331,13619,4492
6332,13615,4489
6333,13615,4493
6334,13615,4492
6335,13625,4494
6336,13632,4493
6337,13634,4497
6338,13640,4499
6339,13647,4503
6340,13643,4508
6341,13645,4508
6342,13650,4504
6343,13659,4504
6344,13662,4505
6345,13669,4503
6346,13663,4505
6347,13668,4505
6348,13666,4501
6349,13669,4506
6350,13677,4510
6351,13687,4512
6352,13689,4509
6353,13691,4512
6354,13700,4513
6355,13702,4516
6356,13711,4521
6357,13709,4524
6358,13703,4524
6359,13708,4520
6360,13717,4520
6361,13714,4516
6362,13714,4515
6363,13709,4513
6364,13705,4513
6365,13704,4511
6366,13707,4515
6367,13703,4519
6368,13704,4524
6369,13713,4521
6370,13708,4524
6371,13718,4525
6372,13714,4526
6373,13724,4530
6374,13723,4533
6375,13730,4537
6376,13734,4533
6377,13741,4537
6378,13738,4537
6379,13745,4533
6380,13741,4535
6381,13742,4539
6382,13737,4539
6383,13738,4536
6384,13733,4536
6385,13738,4537
6386,13739,4535
6387,13743,4531
6388,13737,4528
6389,13747,4527
6390,13750,4527
6391,13745,4524
6392,13749,4527
6393,13754,4524
6394,13749,4521
6395,13745,4520
6396,13750,4519
6397,13758,4517
6398,13768,4521
6399,13763,4518
6400,13759,4521
6401,13766,4522
6402,13767,4520
6403,13761,4525
6404,13756,4526
6405,13762,4530
6406,13765,4528
6407,13773,4524
6408,13770,4529
6409,13768,4530
6410,13772,4528
6411,13768,4524
6412,13770,4522
6413,13769,4522
6414,13774,4523
6415,13775,4526
6416,13775,4528
6417,13779,4529
6418,13779,4531
6419,13786,4536
6420,13790,4535
6421,13799,4533
6422,13800,4529
6423,13809,4527
6424,13805,4531
6425,13808,4536
6426,13806,4532
6427,13808,4534
6428,13811,4539
6429,13818,4539
6430,13823,4539
6431,13819,4539
6432,13818,4538
6433,13822,4536
6434,13819,4538
6435,13823,4538
6436,13819,4537
6437,13818,4533
6438,13822,4533
6439,13816,4531
6440,13818,4533
6441,13822,4536
6442,13819,4539
6443,13826,4540
6444,13822,4536
6445,13821,4533
6446,13820,4538
6447,13820,4536
6448,13823,4534
6449,13820,4530
6450,13822,4533
6451,13829,4535
6452,13836,4540
6453,13837,4544
6454,13835,4544
6455,13833,4547
6456,13835,4544
6457,13832,4549
6458,13836,4549
6459,13835,4554
6460,13836,4550
6461,13843,4555
6462,13846,4560
6463,13846,4556
6464,13855,4561
6465,13851,4564
6466,13846,4563
6467,13845,4560
6468,13840,4556
6469,13839,4557
6470,13833,4558
6471,13832,4554
6472,13835,4557
6473,13843,4556
6474,13849,4554
6475,13848,4556
6476,13857,4554
6477,13858,4552
6478,13853,4556
6479,13861,4554
6480,13859,4557
6481,13868,4560
6482,13867,4557
6483,13863,4561
6484,13862,4564
6485,13867,4567
6486,13861,4564
6487,13862,4560
6488,13865,4560
6489,13867,4558
6490,13868,4557
6491,13863,4553
6492,13862,4551
6493,13862,4554
6494,13866,4557
6495,13867,4558
6496,13873,4557
6497,13867,4557
6498,13865,4561
6499,13868,4566
6500,13877,4568
6501,13876,4572
6502,13882,4576
6503,13883,4573
6504,13888,4574
6505,13892,4574
6506,13896,4572
6507,13895,4574
6508,13891,4575
6509,13894,4575
6510,13892,4574
6511,13891,4579
6512,13890,4582
6513,13897,4579
6514,13893,4584
6515,13901,4582
6516,13896,4587
6517,13891,4590
6518,13888,4586
6519,13889,4589
6520,13889,4593
6521,13898,4594
6522,13897,4593
6523,13893,4589
6524,13888,4589
6525,13888,4586
6526,13882,4590
6527,13878,4590
6528,13888,4595
6529,13884,4600
6530,13883,4598
6531,13886,4602
6532,13887,4600
6533,13897,4597
6534,13902,4593
6535,13906,4592
6536,13908,4590
6537,13915,4587
6538,13914,4584
6539,13914,4584
6540,13923,4587
6541,13923,4590
6542,13919,4593
6543,13918,4598
6544,13921,4601
6545,13923,4604
6546,13931,4609
6547,13934,4613
6548,13930,4614
6549,13926,4610
6550,13933,4606
6551,13929,4603
6552,13932,4604
6553,13936,4608
6554,13939,4608
6555,13933,4610
6556,13929,4611
6557,13927,4608
6558,13927,4607
6559,13930,4610
6560,13938,4615
6561,13934,4619
6562,13936,4620
6563,13942,4621
6564,13940,4626
6565,13948,4629
6566,13945,4626
6567,13955,4629
6568,13960,4632
6569,13965,4631
6570,13972,4634
6571,13977,4630
6572,13980,4634
6573,13983,4639
6574,13989,4638
6575,13987,4635
6576,13996,4640
6577,14000,4639
6578,14008,4638
6579,14011,4634
6580,14021,4637
6581,14024,4635
6582,14022,4631
6583,14028,4627
6584,14029,4626
6585,14039,4625
6586,14043,4629
6587,14051,4633
6588,14050,4636
6589,14050,4632
6590,14045,4635
6591,14041,4636
6592,14041,4635
6593,14040,4632
6594,14036,4636
6595,14042,4640
6596,14045,4636
6597,14055,4638
6598,14051,4643
6599,14046,4643
6600,14052,4646
6601,14053,4643
6602,14056,4646
6603,14057,4643
6604,14057,4641
6605,14062,4639
6606,14072,4638
6607,14066,4635
6608,14067,4635
6609,14072,4633
6610,14076,4635
6611,14079,4640
6612,14076,4638
6613,14079,4637
6614,14089,4639
6615,14084,4642
6616,14087,4646
6617,14092,4644
6618,14099,4647
6619,14098,4647
6620,14105,4643
6621,14099,4646
6622,14098,4644
6623,14097,4644
6624,14104,4646
6625,14104,4645
6626,14112,4642
6627,14108,4641
6628,14116,4637
6629,14119,4637
6630,14126,4633
6631,14126,4636
6632,14122,4639
6633,14121,4643
6634,14116,4645
6635,14122,4643
6636,14117,4641
6637,14118,4645
6638,14125,4642
6639,14126,4646
6640,14124,4649
6641,14126,4650
6642,14135,4651
6643,14129,4650
6644,14135,4651
6645,14129,4653
6646,14127,4653
6647,14124,4649
6648,14127,4652
6649,14132,4651
6650,14130,4653
6651,14138,4658
6652,14135,4662
6653,14141,4667
6654,14147,4667
6655,14147,4668
6656,14152,4670
6657,14162,4669
6658,14171,4673
6659,14171,4673
6660,14173,4673
6661,14176,4671
6662,14180,4676
6663,14189,4675
6664,14186,4674
6665,14196,4678
6666,14206,4682
6667,14210,4684
6668,14219,4686
6669,14216,4684
6670,14221,4687
6671,14225,4686
6672,14222,4691
6673,14218,4695
6674,14221,4696
6675,14220,4694
6676,14227,4694
6677,14237,4696
6678,14245,4701
6679,14244,4705
6680,14238,4703
6681,14245,4708
6682,14249,4708
6683,14254,4705
6684,14255,4704
6685,14256,4700
6686,14257,4697
6687,14256,4694
6688,14251,4695
6689,14250,4692
6690,14257,4695
6691,14255,4700
6692,14261,4696
6693,14255,4697
6694,14260,4693
6695,14260,4690
6696,14259,4691
6697,14266,4688
6698,14276,4693
6699,14283,4695
6700,14290,4700
6701,14287,4702
6702,14289,4706
6703,14283,4702
6704,14293,4702
6705,14288,4706
6706,14283,4704
6707,14279,4701
6708,14284,4705
6709,14293,4701
6710,14302,4704
6711,14311,4704
6712,14318,4703
6713,14327,4706
6714,14336,4711
6715,14340,4716
6716,14347,4718
6717,14341,4716
6718,14341,4712
6719,14343,4714
6720,14341,4717
6721,14343,4719
6722,14348,4724
6723,14348,4725
6724,14352,4729
6725,14354,4731
6726,14363,4732
6727,14371,4728
6728,14380,4732
6729,14376,4729
6730,14377,4731
6731,14374,4732
6732,14376,4736
6733,14386,4740
6734,14386,4745
6735,14390,4743
6736,14394,4743
6737,14394,4745
6738,14402,4750
6739,14409,4754
6740,14412,4754
6741,14407,4750
6742,14412,4751
6743,14416,4747
6744,14412,4752
6745,14410,4753
6746,14418,4758
6747,14427,4760
6748,14424,4762
6749,14430,4764
6750,14434,4761
6751,14439,4758
6752,14437,4755
6753,14437,4754
6754,14439,4757
6755,14436,4761
6756,14446,4758
6757,14454,4763
6758,14456,4765
6759,14460,4762
6760,14460,4762
6761,14466,4767
6762,14468,4769
6763,14476,4766
6764,14475,4764
6765,14479,4769
6766,14485,4772
6767,14483,4777
6768,14493,4773
6769,14493,4775
6770,14492,4778
6771,14494,4777
6772,14490,4773
6773,14488,4773
6774,14485,4771
6775,14494,4773
6776,14492,4771
6777,14490,4769
6778,14496,4766
6779,14506,4769
6780,14515,4766
6781,14518,4769
6782,14513,4766
6783,14508,4768
6784,14518,4764
6785,14516,4764
6786,14516,4764
6787,14517,4765
6788,14518,4768
6789,14524,4771
6790,14526,4773
6791,14522,4771
6792,14522,4768
6793,14524,4772
6794,14527,4776
6795,14533,4780
6796,14539,4782
6797,14536,4779
6798,14539,4775
6799,14549,4778
6800,14559,4782
6801,14565,4783
6802,14575,4783
6803,14570,4787
6804,14575,4784
6805,14581,4782
6806,14577,4779
6807,14576,4777
6808,14581,4779
6809,14581,4779
6810,14584,4776
6811,14580,4772
6812,14574,4772
6813,14573,4772
6814,14573,4772
6815,14568,4774
6816,14566,4770
6817,14567,4775
6818,14564,4776
6819,14562,4773
6820,14570,4777
6821,14578,4774
6822,14583,4774
6823,14583,4779
6824,14582,4779
6825,14590,4775
6826,14598,4771
6827,14605,4767
6828,14602,4763
6829,14601,4765
6830,14606,4770
6831,14616,4766
6832,14610,4771
6833,14606,4775
6834,14601,4778
6835,14601,4778
6836,14611,4783
6837,14620,4783
6838,14622,4785
6839,14618,4786
6840,14628,4784
6841,14632,4785
6842,14642,4787
6843,14650,4786
6844,14653,4782
6845,14660,4781
6846,14659,4777
6847,14654,4777
6848,14654,4780
6849,14658,4780
6850,14659,4777
6851,14665,4778
6852,14660,4778
6853,14666,4782
6854,14669,4783
6855,14667,4784
6856,14664,4784
6857,14667,4784
6858,14661,4787
6859,14667,4790
6860,14673,4789
6861,14673,4787
6862,14679,4783
6863,14673,4780
6864,14670,4776
6865,14675,4776
6866,14671,4781
6867,14669,4783
6868,14679,4780
6869,14676,4782
6870,14671,4786
6871,14669,4789
6872,14670,4785
6873,14675,4781
6874,14679,4784
6875,14675,4786
6876,14676,4782
6877,14683,4778
6878,14683,4774
6879,14680,4776
6880,14679,4780
6881,14683,4780
6882,14684,4779
6883,14678,4779
6884,14672,4778
6885,14679,4782
6886,14683,4780
6887,14679,4785
6888,14677,4784
6889,14671,4785
6890,14674,4788
6891,14672,4787
6892,14673,4786
6893,14673,4789
6894,14673,4794
6895,14683,4791
6896,14688,4789
6897,14693,4789
6898,14689,4793
6899,14693,4794
6900,14703,4791
6901,14705,4791
6902,14710,4790
6903,14715,4788
6904,14725,4785
6905,14724,4788
6906,14731,4791
6907,14729,4790
6908,14736,4792
6909,14734,4791
6910,14743,4790
6911,14743,4787
6912,14753,4783
6913,14750,4783
6914,14745,4785
6915,14742,4789
6916,14736,4790
6917,14734,4788
6918,14737,4786
6919,14739,4791
6920,14746,4788
6921,14751,4791
6922,14759,4793
6923,14758,4796
6924,14762,4795
6925,14758,4791
6926,14760,4796
6927,14754,4797
6928,14762,4795
6929,14761,4798
6930,14759,4797
6931,14766,4794
6932,14765,4795
6933,14763,4796
6934,14773,4800
6935,14777,4804
6936,14787,4800
6937,14784,4803
6938,14784,4807
6939,14788,4808
6940,14787,4813
6941,14785,4815
6942,14785,4819
6943,14790,4820
6944,14800,4823
6945,14805,4821
6946,14811,4817
6947,14810,4822
6948,14816,4825
6949,14811,4825
6950,14809,4827
6951,14803,4826
6952,14806,4830
6953,14806,4833
6954,14807,4836
6955,14803,4833
6956,14797,4834
6957,14796,4836
6958,14790,4835
6959,14799,4837
6960,14808,4833
6961,14807,4836
6962,14802,4840
6963,14811,4845
6964,14815,4847
6965,14816,4851
6966,14823,4855
6967,14825,4856
6968,14825,4853
6969,14828,4850
6970,14829,4854
6971,14838,4851
6972,14835,4847
6973,14830,4850
6974,14833,4854
6975,14827,4851
6976,14826,4854
6977,14832,4859
6978,14834,4861
6979,14834,4862
6980,14840,4860
6981,14846,4859
6982,14848,4861
6983,14855,4864
6984,14862,4867
6985,14872,4866
